rgs,pr,m,js,jjmmaa,hhmm,Vitesse,To,Qualite,Q,A,Code
709#M7i,264,687,Ma,16/02/2016,18:00,81.0,20.0, ,3141.0,709,M7i
709#M7i,264,687,Ma,16/02/2016,19:00,80.0,24.0, ,4004.0,709,M7i
709#M7i,264,687,Ma,16/02/2016,20:00,94.0,11.0, ,2557.0,709,M7i
709#M7i,264,687,Ma,16/02/2016,21:00,96.0,6.0, ,1483.0,709,M7i
709#M7i,264,687,Ma,16/02/2016,22:00,98.0,3.0, ,860.0,709,M7i
709#M7i,264,687,Ma,16/02/2016,23:00,98.0,3.0, ,745.0,709,M7i
709#M7i,264,687,Me,17/02/2016,00:00,100.0,2.0, ,614.0,709,M7i
709#M7i,264,687,Me,17/02/2016,01:00,100.0,1.0, ,411.0,709,M7i
709#M7i,264,687,Me,17/02/2016,02:00,102.0,1.0, ,211.0,709,M7i
709#M7i,264,687,Me,17/02/2016,04:00,97.0,1.0, ,258.0,709,M7i
709#M7i,264,687,Me,17/02/2016,05:00,99.0,2.0, ,535.0,709,M7i
709#M7i,264,687,Me,17/02/2016,06:00,95.0,6.0, ,1263.0,709,M7i
709#M7i,264,687,Me,17/02/2016,07:00,86.0,15.0, ,2679.0,709,M7i
709#M7i,264,687,Me,17/02/2016,08:00,63.0,43.0, ,4255.0,709,M7i
709#M7i,264,687,Me,17/02/2016,09:00,58.0,46.0, ,3892.0,709,M7i
709#M7i,264,687,Me,17/02/2016,10:00,86.0,18.0, ,3033.0,709,M7i
709#M7i,264,687,Me,17/02/2016,11:00,88.0,18.0, ,2954.0,709,M7i
709#M7i,264,687,Me,17/02/2016,12:00,89.0,19.0, ,3207.0,709,M7i
709#M7i,264,687,Me,17/02/2016,13:00,90.0,18.0, ,3190.0,709,M7i
709#M7i,264,687,Me,17/02/2016,14:00,88.0,17.0, ,3081.0,709,M7i
709#M7i,264,687,Me,17/02/2016,15:00,86.0,22.0, ,3625.0,709,M7i
709#M7i,264,687,Me,17/02/2016,16:00,86.0,22.0, ,3740.0,709,M7i
709#M7i,264,687,Me,17/02/2016,17:00,86.0,25.0, ,4293.0,709,M7i
709#M7i,264,687,Me,17/02/2016,18:00,87.0,23.0, ,4424.0,709,M7i
709#M7i,264,687,Me,17/02/2016,19:00,89.0,18.0, ,3641.0,709,M7i
709#M7i,264,687,Me,17/02/2016,20:00,92.0,12.0, ,2726.0,709,M7i
709#M7i,264,687,Me,17/02/2016,21:00,95.0,7.0, ,1618.0,709,M7i
709#M7i,264,687,Me,17/02/2016,22:00,98.0,4.0, ,1005.0,709,M7i
709#M7i,264,687,Me,17/02/2016,23:00,99.0,3.0, ,807.0,709,M7i
709#M7i,264,687,Je,18/02/2016,00:00,100.0,3.0, ,704.0,709,M7i
709#M7i,264,687,Je,18/02/2016,01:00,103.0,2.0, ,470.0,709,M7i
709#M7i,264,687,Je,18/02/2016,02:00,103.0,1.0, ,248.0,709,M7i
709#M7i,264,687,Je,18/02/2016,04:00,100.0,1.0, ,284.0,709,M7i
709#M7i,264,687,Je,18/02/2016,05:00,98.0,2.0, ,507.0,709,M7i
709#M7i,264,687,Je,18/02/2016,06:00,94.0,6.0, ,1168.0,709,M7i
709#M7i,264,687,Je,18/02/2016,07:00,86.0,15.0, ,2601.0,709,M7i
709#M7i,264,687,Je,18/02/2016,08:00,60.0,44.0, ,4347.0,709,M7i
709#M7i,264,687,Je,18/02/2016,09:00,61.0,41.0, ,3945.0,709,M7i
709#M7i,264,687,Je,18/02/2016,10:00,87.0,20.0, ,3216.0,709,M7i
709#M7i,264,687,Je,18/02/2016,11:00,88.0,19.0, ,3089.0,709,M7i
709#M7i,264,687,Je,18/02/2016,12:00,87.0,19.0, ,3230.0,709,M7i
709#M7i,264,687,Je,18/02/2016,13:00,89.0,18.0, ,3206.0,709,M7i
709#M7i,264,687,Je,18/02/2016,14:00,87.0,18.0, ,3275.0,709,M7i
709#M7i,264,687,Je,18/02/2016,15:00,86.0,20.0, ,3397.0,709,M7i
709#M7i,264,687,Je,18/02/2016,16:00,85.0,18.0,?,3046.0,709,M7i
709#M7i,264,687,Je,18/02/2016,17:00,85.0,26.0, ,4450.0,709,M7i
709#M7i,264,687,Je,18/02/2016,18:00,84.0,25.0, ,4498.0,709,M7i
709#M7i,264,687,Je,18/02/2016,19:00,91.0,16.0, ,3446.0,709,M7i
709#M7i,264,687,Je,18/02/2016,20:00,93.0,12.0, ,2559.0,709,M7i
709#M7i,264,687,Je,18/02/2016,21:00,96.0,7.0, ,1549.0,709,M7i
709#M7i,264,687,Je,18/02/2016,22:00,97.0,4.0, ,943.0,709,M7i
709#M7i,264,687,Je,18/02/2016,23:00,97.0,3.0, ,794.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,00:00,102.0,6.0, ,1505.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,01:00,100.0,5.0, ,1216.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,02:00,102.0,1.0, ,367.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,03:00,101.0,1.0, ,237.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,04:00,100.0,1.0, ,288.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,05:00,97.0,2.0, ,531.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,06:00,94.0,6.0, ,1140.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,07:00,89.0,13.0, ,2407.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,08:00,70.0,33.0, ,4110.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,09:00,59.0,45.0, ,4025.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,10:00,83.0,21.0, ,3275.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,11:00,85.0,20.0, ,3295.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,12:00,85.0,22.0, ,3565.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,13:00,88.0,20.0, ,3508.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,14:00,86.0,20.0, ,3498.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,15:00,82.0,25.0, ,3792.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,16:00,64.0,41.0, ,4166.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,17:00,81.0,28.0, ,4478.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,18:00,84.0,24.0, ,4548.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,19:00,87.0,19.0, ,3897.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,20:00,89.0,14.0, ,3109.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,21:00,93.0,8.0, ,1848.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,22:00,95.0,5.0, ,1181.0,709,M7i
709#M7i,264,687,Ve,19/02/2016,23:00,96.0,4.0, ,939.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,00:00,98.0,3.0, ,870.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,02:00,100.0,2.0,?,643.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,05:00,97.0,1.0, ,219.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,07:00,96.0,4.0, ,845.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,08:00,95.0,7.0, ,1490.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,09:00,94.0,9.0, ,1980.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,10:00,91.0,12.0, ,2419.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,11:00,90.0,13.0, ,2810.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,12:00,91.0,14.0, ,3026.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,13:00,93.0,11.0, ,2565.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,14:00,91.0,11.0, ,2572.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,15:00,88.0,14.0, ,2964.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,16:00,85.0,16.0, ,3059.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,17:00,88.0,15.0, ,3218.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,18:00,90.0,16.0, ,3524.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,19:00,90.0,15.0, ,3320.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,20:00,90.0,13.0, ,2985.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,21:00,95.0,7.0, ,1646.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,22:00,96.0,3.0, ,889.0,709,M7i
709#M7i,264,687,Sa,20/02/2016,23:00,98.0,3.0, ,854.0,709,M7i
709#M7i,264,687,Di,21/02/2016,00:00,98.0,3.0, ,914.0,709,M7i
709#M7i,264,687,Di,21/02/2016,01:00,100.0,3.0, ,866.0,709,M7i
709#M7i,264,687,Di,21/02/2016,02:00,101.0,2.0, ,608.0,709,M7i
709#M7i,264,687,Di,21/02/2016,03:00,102.0,1.0, ,371.0,709,M7i
709#M7i,264,687,Di,21/02/2016,04:00,101.0,1.0, ,279.0,709,M7i
709#M7i,264,687,Di,21/02/2016,05:00,96.0,1.0, ,322.0,709,M7i
709#M7i,264,687,Di,21/02/2016,06:00,97.0,1.0, ,407.0,709,M7i
709#M7i,264,687,Di,21/02/2016,07:00,95.0,2.0, ,567.0,709,M7i
709#M7i,264,687,Di,21/02/2016,08:00,97.0,3.0, ,781.0,709,M7i
709#M7i,264,687,Di,21/02/2016,09:00,95.0,5.0, ,1319.0,709,M7i
709#M7i,264,687,Di,21/02/2016,10:00,94.0,7.0, ,1642.0,709,M7i
709#M7i,264,687,Di,21/02/2016,11:00,95.0,9.0, ,2119.0,709,M7i
709#M7i,264,687,Di,21/02/2016,12:00,94.0,10.0, ,2461.0,709,M7i
709#M7i,264,687,Di,21/02/2016,13:00,95.0,9.0, ,2280.0,709,M7i
709#M7i,264,687,Di,21/02/2016,14:00,94.0,9.0, ,2136.0,709,M7i
709#M7i,264,687,Di,21/02/2016,15:00,93.0,10.0, ,2498.0,709,M7i
709#M7i,264,687,Di,21/02/2016,16:00,93.0,12.0, ,2905.0,709,M7i
709#M7i,264,687,Di,21/02/2016,17:00,93.0,17.0, ,4101.0,709,M7i
709#M7i,264,687,Di,21/02/2016,18:00,90.0,22.0, ,4963.0,709,M7i
709#M7i,264,687,Di,21/02/2016,19:00,80.0,23.0, ,4122.0,709,M7i
709#M7i,264,687,Di,21/02/2016,20:00,91.0,13.0, ,3080.0,709,M7i
709#M7i,264,687,Di,21/02/2016,21:00,94.0,6.0, ,1555.0,709,M7i
709#M7i,264,687,Di,21/02/2016,22:00,97.0,4.0, ,1038.0,709,M7i
709#M7i,264,687,Di,21/02/2016,23:00,97.0,3.0, ,738.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,00:00,98.0,2.0, ,514.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,01:00,100.0,1.0, ,281.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,04:00,100.0,1.0, ,262.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,05:00,98.0,2.0, ,525.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,06:00,95.0,6.0, ,1364.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,07:00,78.0,21.0, ,2989.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,08:00,56.0,48.0, ,4361.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,09:00,57.0,43.0, ,3667.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,10:00,63.0,37.0, ,3462.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,11:00,85.0,20.0, ,3137.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,12:00,87.0,20.0, ,3271.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,13:00,88.0,19.0, ,3196.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,14:00,83.0,22.0, ,3250.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,15:00,66.0,36.0, ,3434.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,16:00,81.0,26.0, ,3673.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,17:00,87.0,25.0, ,4503.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,18:00,86.0,24.0, ,4455.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,19:00,89.0,17.0, ,3455.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,20:00,92.0,12.0, ,2532.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,21:00,92.0,6.0, ,1382.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,22:00,91.0,4.0, ,822.0,709,M7i
709#M7i,264,687,Lu,22/02/2016,23:00,96.0,2.0, ,618.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,00:00,92.0,2.0, ,479.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,01:00,98.0,1.0, ,321.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,04:00,99.0,1.0, ,253.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,05:00,97.0,2.0, ,471.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,06:00,93.0,7.0, ,1288.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,07:00,78.0,20.0, ,2840.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,08:00,58.0,46.0, ,4381.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,09:00,58.0,43.0, ,3953.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,10:00,77.0,20.0,?,2588.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,11:00,85.0,22.0, ,3502.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,12:00,88.0,20.0, ,3214.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,13:00,89.0,18.0, ,3230.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,14:00,87.0,18.0, ,3208.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,15:00,86.0,21.0, ,3479.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,16:00,86.0,23.0, ,3801.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,17:00,84.0,28.0, ,4599.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,18:00,84.0,25.0, ,4555.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,19:00,88.0,19.0, ,3794.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,20:00,92.0,12.0, ,2698.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,21:00,96.0,7.0, ,1495.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,22:00,98.0,3.0, ,885.0,709,M7i
709#M7i,264,687,Ma,23/02/2016,23:00,95.0,3.0, ,805.0,709,M7i
709#M7i,264,687,Me,24/02/2016,00:00,99.0,2.0, ,574.0,709,M7i
709#M7i,264,687,Me,24/02/2016,01:00,100.0,1.0, ,374.0,709,M7i
709#M7i,264,687,Me,24/02/2016,04:00,101.0,1.0, ,296.0,709,M7i
709#M7i,264,687,Me,24/02/2016,05:00,98.0,2.0, ,498.0,709,M7i
709#M7i,264,687,Me,24/02/2016,06:00,94.0,6.0, ,1263.0,709,M7i
709#M7i,264,687,Me,24/02/2016,07:00,78.0,21.0, ,2873.0,709,M7i
709#M7i,264,687,Me,24/02/2016,08:00,59.0,46.0, ,4450.0,709,M7i
709#M7i,264,687,Me,24/02/2016,09:00,59.0,44.0, ,4067.0,709,M7i
709#M7i,264,687,Me,24/02/2016,10:00,85.0,20.0, ,3191.0,709,M7i
709#M7i,264,687,Me,24/02/2016,11:00,89.0,18.0, ,2987.0,709,M7i
709#M7i,264,687,Me,24/02/2016,12:00,88.0,19.0, ,3261.0,709,M7i
709#M7i,264,687,Me,24/02/2016,13:00,87.0,19.0, ,3302.0,709,M7i
709#M7i,264,687,Me,24/02/2016,14:00,85.0,20.0, ,3424.0,709,M7i
709#M7i,264,687,Me,24/02/2016,15:00,85.0,21.0, ,3572.0,709,M7i
709#M7i,264,687,Me,24/02/2016,16:00,85.0,23.0, ,3723.0,709,M7i
709#M7i,264,687,Me,24/02/2016,17:00,85.0,27.0, ,4523.0,709,M7i
709#M7i,264,687,Me,24/02/2016,18:00,83.0,27.0, ,4680.0,709,M7i
709#M7i,264,687,Me,24/02/2016,19:00,88.0,19.0, ,3779.0,709,M7i
709#M7i,264,687,Me,24/02/2016,20:00,92.0,13.0, ,2770.0,709,M7i
709#M7i,264,687,Me,24/02/2016,21:00,96.0,7.0, ,1615.0,709,M7i
709#M7i,264,687,Me,24/02/2016,22:00,98.0,4.0, ,1029.0,709,M7i
709#M7i,264,687,Me,24/02/2016,23:00,97.0,4.0, ,903.0,709,M7i
709#M7i,264,687,Je,25/02/2016,00:00,97.0,2.0, ,620.0,709,M7i
709#M7i,264,687,Je,25/02/2016,01:00,100.0,1.0, ,350.0,709,M7i
709#M7i,264,687,Je,25/02/2016,02:00,100.0,1.0, ,216.0,709,M7i
709#M7i,264,687,Je,25/02/2016,04:00,100.0,1.0, ,274.0,709,M7i
709#M7i,264,687,Je,25/02/2016,05:00,97.0,2.0, ,526.0,709,M7i
709#M7i,264,687,Je,25/02/2016,06:00,95.0,6.0, ,1286.0,709,M7i
709#M7i,264,687,Je,25/02/2016,07:00,79.0,20.0, ,2853.0,709,M7i
709#M7i,264,687,Je,25/02/2016,08:00,60.0,47.0, ,4472.0,709,M7i
709#M7i,264,687,Je,25/02/2016,09:00,57.0,46.0, ,4020.0,709,M7i
709#M7i,264,687,Je,25/02/2016,10:00,76.0,27.0, ,3466.0,709,M7i
709#M7i,264,687,Je,25/02/2016,11:00,88.0,19.0, ,3083.0,709,M7i
709#M7i,264,687,Je,25/02/2016,12:00,89.0,19.0, ,3270.0,709,M7i
709#M7i,264,687,Je,25/02/2016,13:00,88.0,19.0, ,3363.0,709,M7i
709#M7i,264,687,Je,25/02/2016,14:00,82.0,21.0, ,3329.0,709,M7i
709#M7i,264,687,Je,25/02/2016,15:00,77.0,27.0, ,3614.0,709,M7i
709#M7i,264,687,Je,25/02/2016,16:00,74.0,28.0, ,3798.0,709,M7i
709#M7i,264,687,Je,25/02/2016,17:00,84.0,26.0, ,4511.0,709,M7i
709#M7i,264,687,Je,25/02/2016,18:00,78.0,31.0, ,4485.0,709,M7i
709#M7i,264,687,Je,25/02/2016,19:00,79.0,24.0, ,3786.0,709,M7i
709#M7i,264,687,Je,25/02/2016,20:00,92.0,13.0, ,2713.0,709,M7i
709#M7i,264,687,Je,25/02/2016,21:00,97.0,6.0, ,1514.0,709,M7i
709#M7i,264,687,Je,25/02/2016,22:00,97.0,4.0, ,1035.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,00:00,99.0,2.0,?,587.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,01:00,100.0,1.0,?,440.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,02:00,102.0,1.0, ,271.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,03:00,99.0,1.0, ,227.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,04:00,101.0,1.0, ,268.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,05:00,96.0,2.0, ,536.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,06:00,96.0,6.0, ,1159.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,07:00,86.0,15.0, ,2591.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,08:00,65.0,41.0, ,4530.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,09:00,57.0,45.0, ,4055.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,10:00,73.0,31.0, ,3544.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,11:00,85.0,22.0, ,3448.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,12:00,86.0,22.0, ,3633.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,13:00,89.0,21.0, ,3733.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,14:00,89.0,19.0, ,3542.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,15:00,70.0,36.0, ,3928.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,16:00,70.0,37.0, ,4336.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,17:00,77.0,34.0, ,4938.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,18:00,70.0,34.0, ,4525.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,19:00,86.0,20.0, ,4106.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,20:00,87.0,7.0, ,1490.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,21:00,93.0,5.0,?,1174.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,22:00,93.0,4.0, ,1055.0,709,M7i
709#M7i,264,687,Ve,26/02/2016,23:00,92.0,4.0, ,958.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,00:00,94.0,4.0, ,978.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,01:00,98.0,2.0, ,607.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,02:00,100.0,2.0, ,474.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,03:00,101.0,1.0, ,334.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,04:00,98.0,1.0, ,302.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,05:00,96.0,2.0, ,432.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,06:00,97.0,3.0, ,632.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,07:00,94.0,4.0, ,835.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,08:00,96.0,6.0, ,1373.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,09:00,91.0,10.0, ,2030.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,10:00,91.0,11.0, ,2319.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,11:00,88.0,14.0, ,2785.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,12:00,86.0,15.0, ,2988.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,13:00,87.0,14.0, ,2838.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,14:00,88.0,12.0, ,2739.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,15:00,88.0,13.0, ,2863.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,16:00,86.0,14.0, ,3011.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,17:00,88.0,14.0, ,3021.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,18:00,88.0,14.0, ,3078.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,19:00,86.0,14.0, ,3006.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,20:00,80.0,13.0, ,2531.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,21:00,82.0,7.0, ,1524.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,22:00,86.0,4.0, ,847.0,709,M7i
709#M7i,264,687,Sa,27/02/2016,23:00,89.0,3.0, ,789.0,709,M7i
709#M7i,264,687,Di,28/02/2016,00:00,95.0,4.0, ,1063.0,709,M7i
709#M7i,264,687,Di,28/02/2016,01:00,97.0,3.0, ,807.0,709,M7i
709#M7i,264,687,Di,28/02/2016,02:00,95.0,2.0, ,659.0,709,M7i
709#M7i,264,687,Di,28/02/2016,03:00,96.0,1.0, ,402.0,709,M7i
709#M7i,264,687,Di,28/02/2016,04:00,90.0,1.0, ,298.0,709,M7i
709#M7i,264,687,Di,28/02/2016,05:00,92.0,1.0, ,278.0,709,M7i
709#M7i,264,687,Di,28/02/2016,06:00,89.0,1.0, ,362.0,709,M7i
709#M7i,264,687,Di,28/02/2016,07:00,88.0,2.0, ,443.0,709,M7i
709#M7i,264,687,Di,28/02/2016,08:00,93.0,3.0, ,717.0,709,M7i
709#M7i,264,687,Di,28/02/2016,09:00,94.0,5.0, ,1150.0,709,M7i
709#M7i,264,687,Di,28/02/2016,10:00,95.0,6.0, ,1418.0,709,M7i
709#M7i,264,687,Di,28/02/2016,11:00,95.0,7.0, ,1781.0,709,M7i
709#M7i,264,687,Di,28/02/2016,12:00,95.0,10.0, ,2328.0,709,M7i
709#M7i,264,687,Di,28/02/2016,13:00,96.0,8.0, ,2114.0,709,M7i
709#M7i,264,687,Di,28/02/2016,14:00,95.0,8.0, ,1984.0,709,M7i
709#M7i,264,687,Di,28/02/2016,15:00,94.0,9.0, ,2264.0,709,M7i
709#M7i,264,687,Di,28/02/2016,16:00,94.0,11.0, ,2547.0,709,M7i
709#M7i,264,687,Di,28/02/2016,17:00,96.0,11.0, ,2646.0,709,M7i
709#M7i,264,687,Di,28/02/2016,18:00,94.0,13.0, ,3200.0,709,M7i
709#M7i,264,687,Di,28/02/2016,19:00,92.0,13.0, ,3034.0,709,M7i
709#M7i,264,687,Di,28/02/2016,20:00,93.0,10.0, ,2401.0,709,M7i
709#M7i,264,687,Di,28/02/2016,21:00,97.0,5.0, ,1319.0,709,M7i
709#M7i,264,687,Di,28/02/2016,22:00,97.0,3.0, ,848.0,709,M7i
709#M7i,264,687,Di,28/02/2016,23:00,98.0,2.0, ,664.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,00:00,97.0,2.0, ,533.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,01:00,99.0,1.0, ,274.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,04:00,99.0,1.0, ,253.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,05:00,96.0,2.0, ,554.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,06:00,94.0,6.0, ,1277.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,07:00,80.0,19.0, ,2978.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,08:00,59.0,45.0, ,4429.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,09:00,56.0,44.0, ,4007.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,10:00,78.0,24.0, ,3256.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,11:00,88.0,17.0, ,2935.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,12:00,88.0,20.0, ,3274.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,13:00,89.0,18.0, ,3183.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,14:00,86.0,19.0, ,3330.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,15:00,85.0,21.0, ,3460.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,16:00,83.0,24.0, ,3764.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,17:00,86.0,26.0, ,4440.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,18:00,85.0,25.0, ,4538.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,19:00,91.0,17.0, ,3623.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,20:00,92.0,12.0, ,2513.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,21:00,96.0,6.0, ,1428.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,22:00,96.0,3.0, ,850.0,709,M7i
709#M7i,264,687,Lu,29/02/2016,23:00,96.0,2.0, ,592.0,709,M7i
709#M7i,264,687,Ma,01/03/2016,00:00,96.0,2.0, ,459.0,709,M7i
709#M7i,264,687,Ma,01/03/2016,01:00,95.0,2.0, ,383.0,709,M7i
709#M7i,264,687,Ma,01/03/2016,02:00,97.0,1.0, ,210.0,709,M7i
709#M7i,264,687,Ma,01/03/2016,04:00,98.0,1.0, ,267.0,709,M7i
709#M7i,264,687,Ma,01/03/2016,05:00,94.0,3.0, ,570.0,709,M7i
709#M7i,264,687,Ma,01/03/2016,06:00,92.0,6.0, ,1289.0,709,M7i
