rgs,pr,m,js,jjmmaa,hhmm,Vitesse,To,Qualite,Q,A,Code
709#M7i,264,687,Ve,08/04/2016,22:00,94.0,4.0, ,1077.0,709,M7i
709#M7i,264,687,Ve,08/04/2016,23:00,94.0,5.0, ,1149.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,00:00,98.0,4.0, ,938.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,01:00,98.0,3.0, ,760.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,02:00,98.0,2.0, ,476.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,03:00,98.0,1.0, ,343.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,04:00,98.0,1.0, ,345.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,05:00,95.0,2.0, ,555.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,06:00,90.0,4.0, ,823.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,07:00,89.0,6.0, ,1150.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,08:00,92.0,8.0, ,1703.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,10:00,93.0,1.0,?,208.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,13:00,92.0,6.0,?,1449.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,14:00,91.0,12.0, ,2764.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,15:00,84.0,17.0, ,3304.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,16:00,86.0,16.0, ,3402.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,17:00,87.0,16.0, ,3443.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,18:00,88.0,16.0, ,3510.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,19:00,90.0,15.0, ,3373.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,20:00,92.0,12.0, ,2896.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,21:00,93.0,8.0, ,1962.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,22:00,94.0,5.0, ,1186.0,709,M7i
709#M7i,264,687,Sa,09/04/2016,23:00,97.0,4.0, ,1032.0,709,M7i
709#M7i,264,687,Di,10/04/2016,00:00,98.0,4.0, ,1046.0,709,M7i
709#M7i,264,687,Di,10/04/2016,01:00,99.0,4.0, ,999.0,709,M7i
709#M7i,264,687,Di,10/04/2016,02:00,99.0,2.0, ,640.0,709,M7i
709#M7i,264,687,Di,10/04/2016,03:00,100.0,1.0, ,464.0,709,M7i
709#M7i,264,687,Di,10/04/2016,04:00,100.0,1.0, ,310.0,709,M7i
709#M7i,264,687,Di,10/04/2016,05:00,98.0,1.0, ,419.0,709,M7i
709#M7i,264,687,Di,10/04/2016,06:00,95.0,2.0, ,466.0,709,M7i
709#M7i,264,687,Di,10/04/2016,07:00,96.0,2.0, ,505.0,709,M7i
709#M7i,264,687,Di,10/04/2016,08:00,97.0,4.0, ,916.0,709,M7i
709#M7i,264,687,Di,10/04/2016,09:00,96.0,5.0, ,1325.0,709,M7i
709#M7i,264,687,Di,10/04/2016,10:00,94.0,8.0, ,1932.0,709,M7i
709#M7i,264,687,Di,10/04/2016,11:00,94.0,11.0, ,2608.0,709,M7i
709#M7i,264,687,Di,10/04/2016,12:00,94.0,12.0, ,2931.0,709,M7i
709#M7i,264,687,Di,10/04/2016,13:00,94.0,11.0, ,2572.0,709,M7i
709#M7i,264,687,Di,10/04/2016,14:00,95.0,9.0, ,2236.0,709,M7i
709#M7i,264,687,Di,10/04/2016,15:00,93.0,10.0, ,2377.0,709,M7i
709#M7i,264,687,Di,10/04/2016,16:00,92.0,11.0, ,2674.0,709,M7i
709#M7i,264,687,Di,10/04/2016,17:00,92.0,14.0, ,3185.0,709,M7i
709#M7i,264,687,Di,10/04/2016,18:00,92.0,15.0, ,3594.0,709,M7i
709#M7i,264,687,Di,10/04/2016,19:00,93.0,14.0, ,3313.0,709,M7i
709#M7i,264,687,Di,10/04/2016,20:00,93.0,13.0, ,2983.0,709,M7i
709#M7i,264,687,Di,10/04/2016,21:00,95.0,7.0, ,1844.0,709,M7i
709#M7i,264,687,Di,10/04/2016,22:00,96.0,4.0, ,1104.0,709,M7i
709#M7i,264,687,Di,10/04/2016,23:00,96.0,4.0, ,950.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,00:00,99.0,7.0, ,1816.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,01:00,102.0,3.0, ,769.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,02:00,102.0,1.0, ,281.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,04:00,99.0,1.0, ,257.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,05:00,97.0,2.0, ,551.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,06:00,94.0,7.0, ,1410.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,07:00,86.0,16.0, ,2918.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,08:00,62.0,42.0, ,4128.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,09:00,53.0,47.0, ,3856.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,10:00,74.0,28.0, ,3453.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,11:00,86.0,20.0, ,3355.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,12:00,87.0,20.0, ,3348.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,13:00,89.0,17.0, ,3071.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,14:00,84.0,20.0, ,3339.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,15:00,78.0,26.0, ,3683.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,16:00,82.0,25.0, ,3987.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,17:00,83.0,26.0, ,4437.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,18:00,84.0,25.0, ,4591.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,19:00,91.0,17.0, ,3629.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,20:00,95.0,12.0, ,2602.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,21:00,95.0,7.0, ,1579.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,22:00,96.0,4.0, ,1002.0,709,M7i
709#M7i,264,687,Lu,11/04/2016,23:00,97.0,3.0, ,756.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,00:00,97.0,2.0, ,618.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,01:00,101.0,1.0, ,357.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,02:00,101.0,1.0, ,237.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,04:00,99.0,1.0, ,297.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,05:00,97.0,3.0, ,569.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,06:00,94.0,7.0, ,1361.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,07:00,83.0,18.0, ,2906.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,08:00,59.0,44.0, ,4358.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,09:00,57.0,44.0, ,4011.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,10:00,79.0,24.0, ,3275.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,11:00,84.0,22.0, ,3462.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,12:00,87.0,20.0, ,3271.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,13:00,88.0,19.0, ,3294.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,14:00,84.0,21.0, ,3452.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,15:00,83.0,23.0, ,3602.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,16:00,67.0,39.0, ,3970.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,17:00,66.0,39.0, ,4537.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,18:00,75.0,32.0, ,4727.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,19:00,91.0,19.0, ,3880.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,20:00,94.0,12.0, ,2769.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,21:00,96.0,8.0, ,1761.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,22:00,98.0,4.0, ,1035.0,709,M7i
709#M7i,264,687,Ma,12/04/2016,23:00,97.0,3.0, ,810.0,709,M7i
709#M7i,264,687,Me,13/04/2016,00:00,99.0,2.0, ,638.0,709,M7i
709#M7i,264,687,Me,13/04/2016,01:00,100.0,1.0, ,395.0,709,M7i
709#M7i,264,687,Me,13/04/2016,02:00,102.0,1.0, ,249.0,709,M7i
709#M7i,264,687,Me,13/04/2016,04:00,101.0,1.0, ,310.0,709,M7i
709#M7i,264,687,Me,13/04/2016,05:00,96.0,2.0, ,542.0,709,M7i
709#M7i,264,687,Me,13/04/2016,06:00,94.0,6.0, ,1313.0,709,M7i
709#M7i,264,687,Me,13/04/2016,07:00,88.0,15.0, ,2814.0,709,M7i
709#M7i,264,687,Me,13/04/2016,08:00,67.0,39.0, ,4347.0,709,M7i
709#M7i,264,687,Me,13/04/2016,09:00,57.0,45.0, ,3846.0,709,M7i
709#M7i,264,687,Me,13/04/2016,10:00,81.0,22.0, ,3232.0,709,M7i
709#M7i,264,687,Me,13/04/2016,11:00,84.0,22.0, ,3386.0,709,M7i
709#M7i,264,687,Me,13/04/2016,12:00,87.0,20.0, ,3421.0,709,M7i
709#M7i,264,687,Me,13/04/2016,13:00,88.0,18.0, ,3249.0,709,M7i
709#M7i,264,687,Me,13/04/2016,14:00,87.0,20.0, ,3469.0,709,M7i
709#M7i,264,687,Me,13/04/2016,15:00,84.0,22.0, ,3614.0,709,M7i
709#M7i,264,687,Me,13/04/2016,16:00,71.0,34.0, ,3888.0,709,M7i
709#M7i,264,687,Me,13/04/2016,17:00,68.0,40.0, ,4587.0,709,M7i
709#M7i,264,687,Me,13/04/2016,18:00,78.0,31.0, ,4646.0,709,M7i
709#M7i,264,687,Me,13/04/2016,19:00,90.0,17.0, ,3582.0,709,M7i
709#M7i,264,687,Me,13/04/2016,21:00,93.0,21.0,?,4381.0,709,M7i
709#M7i,264,687,Me,13/04/2016,22:00,95.0,4.0, ,1006.0,709,M7i
709#M7i,264,687,Me,13/04/2016,23:00,96.0,3.0, ,853.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,00:00,93.0,3.0, ,787.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,01:00,99.0,2.0, ,538.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,02:00,101.0,1.0, ,351.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,03:00,102.0,1.0, ,263.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,04:00,100.0,1.0, ,321.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,05:00,97.0,3.0, ,633.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,06:00,95.0,6.0, ,1270.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,07:00,87.0,15.0, ,2784.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,08:00,68.0,38.0, ,4191.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,09:00,56.0,43.0, ,3296.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,10:00,55.0,45.0, ,3162.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,11:00,76.0,28.0, ,3606.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,12:00,87.0,22.0, ,3702.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,13:00,88.0,22.0, ,3760.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,14:00,82.0,22.0, ,3540.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,15:00,75.0,31.0, ,3962.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,16:00,71.0,35.0, ,4302.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,17:00,65.0,40.0, ,4462.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,18:00,79.0,29.0, ,4752.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,19:00,90.0,19.0, ,3950.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,20:00,92.0,14.0, ,3195.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,21:00,93.0,10.0, ,2241.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,22:00,94.0,6.0, ,1356.0,709,M7i
709#M7i,264,687,Ve,15/04/2016,23:00,96.0,5.0, ,1156.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,00:00,97.0,4.0, ,1072.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,01:00,99.0,3.0, ,784.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,02:00,99.0,2.0, ,476.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,03:00,100.0,1.0, ,338.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,04:00,99.0,1.0, ,341.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,05:00,97.0,2.0, ,508.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,06:00,94.0,3.0, ,730.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,07:00,95.0,4.0, ,771.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,08:00,94.0,9.0, ,1887.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,09:00,93.0,11.0, ,2282.0,709,M7i
709#M7i,264,687,Sa,16/04/2016,10:00,90.0,14.0, ,2863.0,709,M7i
709#M7i,264,687,Lu,18/04/2016,18:00,83.0,27.0, ,4827.0,709,M7i
709#M7i,264,687,Je,21/04/2016,16:00,80.0,28.0, ,3970.0,709,M7i
709#M7i,264,687,Je,21/04/2016,17:00,65.0,40.0, ,4395.0,709,M7i
709#M7i,264,687,Je,21/04/2016,18:00,66.0,35.0, ,4391.0,709,M7i
709#M7i,264,687,Je,21/04/2016,19:00,56.0,41.0, ,3953.0,709,M7i
709#M7i,264,687,Je,21/04/2016,20:00,77.0,15.0,?,2197.0,709,M7i
709#M7i,264,687,Je,21/04/2016,21:00,96.0,7.0,?,1729.0,709,M7i
709#M7i,264,687,Je,21/04/2016,22:00,94.0,5.0, ,1129.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,00:00,96.0,5.0,?,1233.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,01:00,99.0,2.0, ,429.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,03:00,100.0,1.0,?,228.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,04:00,99.0,1.0, ,310.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,05:00,96.0,3.0, ,575.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,06:00,94.0,6.0, ,1226.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,08:00,72.0,40.0,?,4815.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,89.0,8.0, ,1449.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,87.0,9.0, ,1676.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,73.0,14.0, ,1768.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,62.0,18.0, ,1761.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,78.0,12.0, ,1896.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,64.0,17.0, ,1823.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,66.0,17.0, ,2044.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,72.0,15.0, ,2105.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,79.0,10.0, ,1575.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,91.0,5.0, ,1058.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,80.0,8.0, ,1611.0,709,M7i
709#M7i,264,687,Ve,22/04/2016,13:00,76.0,12.0, ,2079.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,01:00,99.0,3.0, ,707.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,02:00,102.0,2.0, ,483.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,03:00,101.0,1.0, ,286.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,05:00,98.0,1.0, ,387.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,05:00,97.0,1.0, ,256.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,05:00,94.0,1.0, ,332.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,05:00,95.0,2.0, ,425.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,98.0,2.0, ,523.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,97.0,3.0, ,663.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,94.0,3.0, ,760.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,93.0,4.0, ,918.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,91.0,5.0, ,1006.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,91.0,5.0, ,1093.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,89.0,6.0, ,1341.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,07:00,89.0,6.0, ,1335.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,11:00,90.0,7.0, ,1476.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,11:00,89.0,7.0, ,1487.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,11:00,90.0,6.0, ,1397.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,11:00,92.0,5.0, ,1277.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,13:00,91.0,6.0, ,1298.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,14:00,90.0,11.0, ,2484.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,14:00,86.0,6.0, ,1344.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,15:00,87.0,6.0, ,1369.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,15:00,86.0,6.0, ,1393.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,15:00,88.0,6.0, ,1405.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,15:00,80.0,9.0, ,1420.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,17:00,87.0,6.0, ,1365.0,709,M7i
709#M7i,264,687,Sa,23/04/2016,23:00,95.0,3.0, ,887.0,709,M7i
709#M7i,264,687,Di,24/04/2016,00:00,96.0,3.0, ,835.0,709,M7i
709#M7i,264,687,Di,24/04/2016,00:00,96.0,1.0, ,438.0,709,M7i
709#M7i,264,687,Di,24/04/2016,00:00,98.0,1.0, ,343.0,709,M7i
709#M7i,264,687,Di,24/04/2016,00:00,98.0,1.0, ,284.0,709,M7i
709#M7i,264,687,Di,24/04/2016,00:00,98.0,1.0, ,264.0,709,M7i
709#M7i,264,687,Di,24/04/2016,05:00,94.0,1.0, ,305.0,709,M7i
709#M7i,264,687,Di,24/04/2016,06:00,94.0,1.0, ,289.0,709,M7i
709#M7i,264,687,Di,24/04/2016,07:00,95.0,2.0, ,514.0,709,M7i
709#M7i,264,687,Di,24/04/2016,08:00,95.0,3.0, ,707.0,709,M7i
709#M7i,264,687,Di,24/04/2016,09:00,93.0,6.0, ,1319.0,709,M7i
709#M7i,264,687,Di,24/04/2016,10:00,92.0,7.0, ,1710.0,709,M7i
709#M7i,264,687,Di,24/04/2016,11:00,93.0,8.0, ,1950.0,709,M7i
709#M7i,264,687,Di,24/04/2016,12:00,91.0,10.0, ,2405.0,709,M7i
709#M7i,264,687,Di,24/04/2016,13:00,93.0,9.0, ,2120.0,709,M7i
709#M7i,264,687,Di,24/04/2016,14:00,93.0,8.0, ,1870.0,709,M7i
709#M7i,264,687,Di,24/04/2016,15:00,91.0,9.0, ,2072.0,709,M7i
709#M7i,264,687,Di,24/04/2016,16:00,91.0,9.0, ,2157.0,709,M7i
709#M7i,264,687,Di,24/04/2016,17:00,91.0,12.0, ,2845.0,709,M7i
709#M7i,264,687,Di,24/04/2016,18:00,91.0,12.0, ,2887.0,709,M7i
709#M7i,264,687,Di,24/04/2016,19:00,92.0,11.0, ,2643.0,709,M7i
709#M7i,264,687,Di,24/04/2016,20:00,92.0,9.0, ,2191.0,709,M7i
709#M7i,264,687,Di,24/04/2016,21:00,92.0,5.0, ,1345.0,709,M7i
709#M7i,264,687,Di,24/04/2016,22:00,92.0,4.0, ,937.0,709,M7i
709#M7i,264,687,Di,24/04/2016,23:00,93.0,2.0, ,618.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,00:00,94.0,2.0, ,434.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,01:00,95.0,1.0, ,240.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,04:00,97.0,1.0, ,229.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,05:00,95.0,2.0, ,497.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,06:00,91.0,6.0, ,1162.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,07:00,77.0,20.0, ,2727.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,08:00,57.0,19.0,?,1753.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,09:00,54.0,27.0,?,2180.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,12:00,75.0,39.0,?,4709.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,13:00,87.0,16.0, ,2653.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,14:00,85.0,16.0, ,2663.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,15:00,80.0,19.0, ,2856.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,16:00,75.0,22.0, ,2637.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,21:00,96.0,9.0,?,1948.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,22:00,96.0,5.0, ,1194.0,709,M7i
709#M7i,264,687,Lu,25/04/2016,23:00,94.0,4.0, ,849.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,00:00,96.0,3.0, ,636.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,02:00,98.0,1.0,?,292.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,04:00,99.0,2.0, ,345.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,05:00,97.0,3.0, ,631.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,06:00,92.0,8.0, ,1462.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,07:00,75.0,25.0, ,2930.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,08:00,59.0,33.0,?,3031.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,09:00,57.0,46.0, ,4071.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,10:00,74.0,27.0, ,3362.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,11:00,86.0,20.0, ,3327.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,12:00,86.0,22.0, ,3557.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,13:00,89.0,19.0, ,3288.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,14:00,75.0,28.0, ,3614.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,15:00,82.0,23.0, ,3612.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,16:00,81.0,26.0, ,3885.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,17:00,76.0,33.0, ,4704.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,18:00,80.0,28.0, ,4933.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,19:00,90.0,19.0, ,4040.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,20:00,94.0,9.0,?,2120.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,21:00,97.0,8.0, ,1862.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,22:00,93.0,6.0, ,1280.0,709,M7i
709#M7i,264,687,Ma,26/04/2016,23:00,95.0,4.0, ,930.0,709,M7i
709#M7i,264,687,Me,27/04/2016,00:00,95.0,3.0, ,720.0,709,M7i
709#M7i,264,687,Me,27/04/2016,01:00,96.0,2.0, ,552.0,709,M7i
709#M7i,264,687,Me,27/04/2016,02:00,98.0,1.0, ,250.0,709,M7i
709#M7i,264,687,Me,27/04/2016,03:00,98.0,1.0, ,261.0,709,M7i
709#M7i,264,687,Me,27/04/2016,04:00,99.0,2.0, ,336.0,709,M7i
709#M7i,264,687,Me,27/04/2016,05:00,96.0,3.0, ,634.0,709,M7i
709#M7i,264,687,Me,27/04/2016,06:00,93.0,7.0, ,1356.0,709,M7i
709#M7i,264,687,Me,27/04/2016,07:00,83.0,19.0, ,2954.0,709,M7i
709#M7i,264,687,Me,27/04/2016,08:00,58.0,46.0, ,4161.0,709,M7i
709#M7i,264,687,Me,27/04/2016,09:00,58.0,43.0, ,3712.0,709,M7i
709#M7i,264,687,Me,27/04/2016,10:00,86.0,18.0, ,3133.0,709,M7i
709#M7i,264,687,Me,27/04/2016,11:00,86.0,19.0, ,3094.0,709,M7i
709#M7i,264,687,Me,27/04/2016,12:00,87.0,20.0, ,3338.0,709,M7i
709#M7i,264,687,Me,27/04/2016,13:00,87.0,19.0, ,3285.0,709,M7i
709#M7i,264,687,Me,27/04/2016,14:00,85.0,20.0, ,3434.0,709,M7i
709#M7i,264,687,Me,27/04/2016,15:00,83.0,22.0, ,3618.0,709,M7i
709#M7i,264,687,Me,27/04/2016,16:00,84.0,24.0, ,3893.0,709,M7i
709#M7i,264,687,Me,27/04/2016,17:00,72.0,36.0, ,4602.0,709,M7i
709#M7i,264,687,Me,27/04/2016,18:00,66.0,41.0, ,4309.0,709,M7i
709#M7i,264,687,Me,27/04/2016,19:00,74.0,30.0, ,4189.0,709,M7i
709#M7i,264,687,Me,27/04/2016,20:00,94.0,13.0, ,2935.0,709,M7i
709#M7i,264,687,Me,27/04/2016,21:00,97.0,7.0, ,1772.0,709,M7i
709#M7i,264,687,Me,27/04/2016,22:00,94.0,5.0, ,1253.0,709,M7i
709#M7i,264,687,Me,27/04/2016,23:00,94.0,4.0, ,973.0,709,M7i
709#M7i,264,687,Je,28/04/2016,00:00,96.0,3.0, ,763.0,709,M7i
709#M7i,264,687,Je,28/04/2016,01:00,99.0,2.0, ,541.0,709,M7i
709#M7i,264,687,Je,28/04/2016,02:00,101.0,1.0, ,280.0,709,M7i
709#M7i,264,687,Je,28/04/2016,03:00,100.0,1.0, ,215.0,709,M7i
709#M7i,264,687,Je,28/04/2016,04:00,98.0,2.0, ,324.0,709,M7i
709#M7i,264,687,Je,28/04/2016,05:00,97.0,3.0, ,608.0,709,M7i
709#M7i,264,687,Je,28/04/2016,06:00,94.0,7.0, ,1347.0,709,M7i
709#M7i,264,687,Je,28/04/2016,07:00,86.0,17.0, ,3008.0,709,M7i
709#M7i,264,687,Je,28/04/2016,08:00,61.0,44.0, ,4506.0,709,M7i
709#M7i,264,687,Je,28/04/2016,09:00,80.0,24.0, ,3878.0,709,M7i
709#M7i,264,687,Je,28/04/2016,10:00,86.0,20.0, ,3376.0,709,M7i
709#M7i,264,687,Je,28/04/2016,11:00,85.0,20.0, ,3262.0,709,M7i
709#M7i,264,687,Je,28/04/2016,12:00,88.0,19.0, ,3298.0,709,M7i
709#M7i,264,687,Je,28/04/2016,13:00,88.0,19.0, ,3404.0,709,M7i
709#M7i,264,687,Je,28/04/2016,14:00,85.0,20.0, ,3541.0,709,M7i
709#M7i,264,687,Je,28/04/2016,15:00,83.0,24.0, ,3637.0,709,M7i
709#M7i,264,687,Je,28/04/2016,16:00,76.0,30.0, ,3949.0,709,M7i
